# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_duplication	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_inversion	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
YNL097C-B	YNL097C-B	TRANSCRIPT_YNL097C-B	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL098C	YNL098C	TRANSCRIPT_YNL098C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL099C	YNL099C	TRANSCRIPT_YNL099C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL100W	YNL100W	TRANSCRIPT_YNL100W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL101W	YNL101W	TRANSCRIPT_YNL101W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL102W	YNL102W	TRANSCRIPT_YNL102W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL110C	YNL110C	TRANSCRIPT_YNL110C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL111C	YNL111C	TRANSCRIPT_YNL111C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL112W	YNL112W	TRANSCRIPT_YNL112W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL113W	YNL113W	TRANSCRIPT_YNL113W	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YNL114C	YNL114C	TRANSCRIPT_YNL114C	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
YNL115C	YNL115C	TRANSCRIPT_YNL115C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL116W	YNL116W	TRANSCRIPT_YNL116W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL117W	YNL117W	TRANSCRIPT_YNL117W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL139C	YNL139C	TRANSCRIPT_YNL139C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL140C	YNL140C	TRANSCRIPT_YNL140C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL141W	YNL141W	TRANSCRIPT_YNL141W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL142W	YNL142W	TRANSCRIPT_YNL142W	protein_coding	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
YNL143C	YNL143C	TRANSCRIPT_YNL143C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YNL144C	YNL144C	TRANSCRIPT_YNL144C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL144W-A	YNL144W-A	TRANSCRIPT_YNL144W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL145W	YNL145W	TRANSCRIPT_YNL145W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL159C	YNL159C	TRANSCRIPT_YNL159C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL160W	YNL160W	TRANSCRIPT_YNL160W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL161W	YNL161W	TRANSCRIPT_YNL161W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YNL162W	YNL162W	TRANSCRIPT_YNL162W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL162W-A	YNL162W-A	TRANSCRIPT_YNL162W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL163C	YNL163C	TRANSCRIPT_YNL163C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL221C	YNL221C	TRANSCRIPT_YNL221C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL222W	YNL222W	TRANSCRIPT_YNL222W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL223W	YNL223W	TRANSCRIPT_YNL223W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL224C	YNL224C	TRANSCRIPT_YNL224C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL225C	YNL225C	TRANSCRIPT_YNL225C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL226W	YNL226W	TRANSCRIPT_YNL226W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL227C	YNL227C	TRANSCRIPT_YNL227C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL285W	YNL285W	TRANSCRIPT_YNL285W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL286W	YNL286W	TRANSCRIPT_YNL286W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL287W	YNL287W	TRANSCRIPT_YNL287W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL288W	YNL288W	TRANSCRIPT_YNL288W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL289W	YNL289W	TRANSCRIPT_YNL289W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL305C	YNL305C	TRANSCRIPT_YNL305C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL306W	YNL306W	TRANSCRIPT_YNL306W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL307C	YNL307C	TRANSCRIPT_YNL307C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL308C	YNL308C	TRANSCRIPT_YNL308C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNL309W	YNL309W	TRANSCRIPT_YNL309W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL310C	YNL310C	TRANSCRIPT_YNL310C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL311C	YNL311C	TRANSCRIPT_YNL311C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL337W	YNL337W	TRANSCRIPT_YNL337W	protein_coding	25	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	20	0
YNL338W	YNL338W	TRANSCRIPT_YNL338W	protein_coding	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
YNR029C	YNR029C	TRANSCRIPT_YNR029C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNR030W	YNR030W	TRANSCRIPT_YNR030W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR031C	YNR031C	TRANSCRIPT_YNR031C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YNR032C-A	YNR032C-A	TRANSCRIPT_YNR032C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR032W	YNR032W	TRANSCRIPT_YNR032W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNR033W	YNR033W	TRANSCRIPT_YNR033W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNR049C	YNR049C	TRANSCRIPT_YNR049C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNR050C	YNR050C	TRANSCRIPT_YNR050C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNR051C	YNR051C	TRANSCRIPT_YNR051C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YNR052C	YNR052C	TRANSCRIPT_YNR052C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR053C	YNR053C	TRANSCRIPT_YNR053C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR054C	YNR054C	TRANSCRIPT_YNR054C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR059W	YNR059W	TRANSCRIPT_YNR059W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR060W	YNR060W	TRANSCRIPT_YNR060W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR061C	YNR061C	TRANSCRIPT_YNR061C	protein_coding	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
YNR062C	YNR062C	TRANSCRIPT_YNR062C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNR063W	YNR063W	TRANSCRIPT_YNR063W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOL001W	YOL001W	TRANSCRIPT_YOL001W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL002C	YOL002C	TRANSCRIPT_YOL002C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOL078W	YOL078W	TRANSCRIPT_YOL078W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOL079W	YOL079W	TRANSCRIPT_YOL079W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOL080C	YOL080C	TRANSCRIPT_YOL080C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL081W	YOL081W	TRANSCRIPT_YOL081W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOL119C	YOL119C	TRANSCRIPT_YOL119C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL120C	YOL120C	TRANSCRIPT_YOL120C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL121C	YOL121C	TRANSCRIPT_YOL121C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL122C	YOL122C	TRANSCRIPT_YOL122C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOL123W	YOL123W	TRANSCRIPT_YOL123W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOL124C	YOL124C	TRANSCRIPT_YOL124C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOL155C	YOL155C	TRANSCRIPT_YOL155C	protein_coding	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	0
YOL156W	YOL156W	TRANSCRIPT_YOL156W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YOL161C	YOL161C	TRANSCRIPT_YOL161C	protein_coding	19	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	18	0
YOL166W-A	YOL166W-A	TRANSCRIPT_YOL166W-A	protein_coding	14	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	12	0
YOR001W	YOR001W	TRANSCRIPT_YOR001W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR002W	YOR002W	TRANSCRIPT_YOR002W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR003W	YOR003W	TRANSCRIPT_YOR003W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR004W	YOR004W	TRANSCRIPT_YOR004W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR051C	YOR051C	TRANSCRIPT_YOR051C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR052C	YOR052C	TRANSCRIPT_YOR052C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR053W	YOR053W	TRANSCRIPT_YOR053W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR054C	YOR054C	TRANSCRIPT_YOR054C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR055W	YOR055W	TRANSCRIPT_YOR055W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR056C	YOR056C	TRANSCRIPT_YOR056C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR057W	YOR057W	TRANSCRIPT_YOR057W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR058C	YOR058C	TRANSCRIPT_YOR058C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR089C	YOR089C	TRANSCRIPT_YOR089C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR090C	YOR090C	TRANSCRIPT_YOR090C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR091W	YOR091W	TRANSCRIPT_YOR091W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR092W	YOR092W	TRANSCRIPT_YOR092W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR093C	YOR093C	TRANSCRIPT_YOR093C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR124C	YOR124C	TRANSCRIPT_YOR124C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR125C	YOR125C	TRANSCRIPT_YOR125C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR126C	YOR126C	TRANSCRIPT_YOR126C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR127W	YOR127W	TRANSCRIPT_YOR127W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR128C	YOR128C	TRANSCRIPT_YOR128C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR129C	YOR129C	TRANSCRIPT_YOR129C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR143C	YOR143C	TRANSCRIPT_YOR143C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR144C	YOR144C	TRANSCRIPT_YOR144C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR145C	YOR145C	TRANSCRIPT_YOR145C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR146W	YOR146W	TRANSCRIPT_YOR146W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR147W	YOR147W	TRANSCRIPT_YOR147W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YOR148C	YOR148C	TRANSCRIPT_YOR148C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR149C	YOR149C	TRANSCRIPT_YOR149C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR150W	YOR150W	TRANSCRIPT_YOR150W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR195W	YOR195W	TRANSCRIPT_YOR195W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR196C	YOR196C	TRANSCRIPT_YOR196C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR197W	YOR197W	TRANSCRIPT_YOR197W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR198C	YOR198C	TRANSCRIPT_YOR198C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR199W	YOR199W	TRANSCRIPT_YOR199W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR200W	YOR200W	TRANSCRIPT_YOR200W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR201C	YOR201C	TRANSCRIPT_YOR201C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR202W	YOR202W	TRANSCRIPT_YOR202W	protein_coding	33	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	30	1
YOR203W	YOR203W	TRANSCRIPT_YOR203W	protein_coding	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
YOR204W	YOR204W	TRANSCRIPT_YOR204W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR301W	YOR301W	TRANSCRIPT_YOR301W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR302W	YOR302W	TRANSCRIPT_YOR302W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR303W	YOR303W	TRANSCRIPT_YOR303W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR304C-A	YOR304C-A	TRANSCRIPT_YOR304C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR304W	YOR304W	TRANSCRIPT_YOR304W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR305W	YOR305W	TRANSCRIPT_YOR305W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR306C	YOR306C	TRANSCRIPT_YOR306C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR328W	YOR328W	TRANSCRIPT_YOR328W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR329C	YOR329C	TRANSCRIPT_YOR329C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR329W-A	YOR329W-A	TRANSCRIPT_YOR329W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR330C	YOR330C	TRANSCRIPT_YOR330C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR345C	YOR345C	TRANSCRIPT_YOR345C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR346W	YOR346W	TRANSCRIPT_YOR346W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR347C	YOR347C	TRANSCRIPT_YOR347C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR348C	YOR348C	TRANSCRIPT_YOR348C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR375C	YOR375C	TRANSCRIPT_YOR375C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR376W	YOR376W	TRANSCRIPT_YOR376W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR376W-A	YOR376W-A	TRANSCRIPT_YOR376W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR377W	YOR377W	TRANSCRIPT_YOR377W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YOR378W	YOR378W	TRANSCRIPT_YOR378W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YOR379C	YOR379C	TRANSCRIPT_YOR379C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YOR380W	YOR380W	TRANSCRIPT_YOR380W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL001W	YPL001W	TRANSCRIPT_YPL001W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL015C	YPL015C	TRANSCRIPT_YPL015C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL016W	YPL016W	TRANSCRIPT_YPL016W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPL017C	YPL017C	TRANSCRIPT_YPL017C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL018W	YPL018W	TRANSCRIPT_YPL018W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL019C	YPL019C	TRANSCRIPT_YPL019C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL023C	YPL023C	TRANSCRIPT_YPL023C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL024W	YPL024W	TRANSCRIPT_YPL024W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL025C	YPL025C	TRANSCRIPT_YPL025C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL026C	YPL026C	TRANSCRIPT_YPL026C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL027W	YPL027W	TRANSCRIPT_YPL027W	protein_coding	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
YPL028W	YPL028W	TRANSCRIPT_YPL028W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL029W	YPL029W	TRANSCRIPT_YPL029W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL030W	YPL030W	TRANSCRIPT_YPL030W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL081W	YPL081W	TRANSCRIPT_YPL081W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL082C	YPL082C	TRANSCRIPT_YPL082C	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL083C	YPL083C	TRANSCRIPT_YPL083C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL084W	YPL084W	TRANSCRIPT_YPL084W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL110C	YPL110C	TRANSCRIPT_YPL110C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL111W	YPL111W	TRANSCRIPT_YPL111W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL112C	YPL112C	TRANSCRIPT_YPL112C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL113C	YPL113C	TRANSCRIPT_YPL113C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YPL114W	YPL114W	TRANSCRIPT_YPL114W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL115C	YPL115C	TRANSCRIPT_YPL115C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL124W	YPL124W	TRANSCRIPT_YPL124W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL125W	YPL125W	TRANSCRIPT_YPL125W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL126W	YPL126W	TRANSCRIPT_YPL126W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YPL127C	YPL127C	TRANSCRIPT_YPL127C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL128C	YPL128C	TRANSCRIPT_YPL128C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL187W	YPL187W	TRANSCRIPT_YPL187W	protein_coding	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0
YPL214C	YPL214C	TRANSCRIPT_YPL214C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL215W	YPL215W	TRANSCRIPT_YPL215W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL216W	YPL216W	TRANSCRIPT_YPL216W	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL217C	YPL217C	TRANSCRIPT_YPL217C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL218W	YPL218W	TRANSCRIPT_YPL218W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL222W	YPL222W	TRANSCRIPT_YPL222W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL223C	YPL223C	TRANSCRIPT_YPL223C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL224C	YPL224C	TRANSCRIPT_YPL224C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPL225W	YPL225W	TRANSCRIPT_YPL225W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL226W	YPL226W	TRANSCRIPT_YPL226W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YPL227C	YPL227C	TRANSCRIPT_YPL227C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YPL228W	YPL228W	TRANSCRIPT_YPL228W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPR001W	YPR001W	TRANSCRIPT_YPR001W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YPR002C-A	YPR002C-A	TRANSCRIPT_YPR002C-A	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
